001	239	198	83	165	6	1
001	303	194	81	161	6	3
001	369	197	96	192	5	3
001	480	200	77	154	5	3
001	517	202	56	111	5	3
001	567	196	55	109	5	7
001	580	205	63	126	5	7
002	246	196	84	167	6	-1
002	308	198	80	159	6	-1
002	373	195	98	196	5	-1
002	484	201	78	156	5	-1
002	520	200	58	116	5	-1
002	569	195	60	119	5	-1
002	585	205	63	126	5	-1
003	248	198	84	167	6	-1
003	310	196	80	159	6	-1
003	372	195	99	197	5	-1
003	487	202	76	152	5	-1
003	524	202	59	118	5	-1
003	573	198	57	114	5	-1
003	586	203	64	128	5	-1
004	240	195	84	168	6	-1
004	307	193	80	160	6	-1
004	367	191	99	197	5	-1
004	483	205	77	153	5	-1
004	517	198	60	120	5	-1
004	586	204	62	124	5	-1
005	241	196	81	162	6	-1
005	304	194	80	159	6	-1
005	357	188	101	201	5	-1
005	480	200	77	153	5	-1
005	580	202	61	121	5	-1
005	427	203	58	116	5	-1
005	516	197	59	117	5	-1
006	239	194	84	167	6	-1
006	306	195	80	159	6	-1
006	359	190	100	199	5	-1
006	478	201	79	157	5	-1
006	427	201	59	118	5	-1
006	512	196	61	121	5	-1
006	583	198	64	127	5	-1
007	245	192	84	167	6	-1
007	310	192	81	162	6	-1
007	361	190	98	196	5	-1
007	432	202	58	115	5	-1
007	479	200	79	157	5	-1
007	519	197	58	116	5	-1
007	589	199	62	123	5	-1
008	247	193	85	170	6	-1
008	311	192	80	159	6	-1
008	362	192	99	198	5	-1
008	484	199	77	154	5	-1
008	524	197	60	119	5	-1
008	592	198	62	123	5	-1
008	436	201	59	118	5	-1
009	249	191	83	165	6	-1
009	311	192	78	156	6	-1
009	359	192	99	197	5	-1
009	483	196	78	156	5	-1
009	435	200	58	116	5	-1
009	523	197	57	114	5	-1
009	590	196	63	125	5	-1
010	248	193	84	168	6	-1
010	308	189	82	163	6	-1
010	355	192	99	197	5	-1
010	478	198	78	156	5	-1
010	434	202	58	115	5	-1
010	519	199	58	116	5	-1
010	591	198	63	126	5	-1
011	249	193	83	165	6	1
011	311	191	81	161	6	3
011	355	195	97	193	5	3
011	437	202	57	114	5	3
011	479	197	78	156	5	3
011	519	199	58	116	5	3
011	591	197	63	126	5	7
011	575	196	51	101	5	7
012	246	195	82	164	6	-1
012	307	192	80	160	6	-1
012	349	192	100	200	5	-1
012	386	184	87	173	6	-1
012	433	199	59	117	5	-1
012	480	196	79	158	5	-1
012	516	197	58	116	5	-1
012	573	189	56	112	5	-1
012	595	200	63	125	5	-1
013	246	191	82	163	6	-1
013	311	189	81	161	6	-1
013	381	182	89	177	6	-1
013	349	194	99	198	5	-1
013	477	192	80	160	5	-1
013	516	195	60	119	5	-1
013	429	199	59	117	5	-1
013	573	186	58	115	5	-1
013	593	200	60	119	5	-1
014	245	187	83	165	6	-1
014	308	186	82	163	6	-1
014	385	176	89	177	6	-1
014	347	188	100	200	5	-1
014	430	197	58	115	5	-1
014	478	187	81	161	5	-1
014	513	189	61	121	5	-1
014	576	182	57	114	5	-1
014	593	196	60	119	5	-1
015	253	185	84	167	6	-1
015	313	184	82	164	6	-1
015	384	175	91	181	6	-1
015	351	188	99	197	5	-1
015	438	195	56	112	5	-1
015	482	188	82	164	5	-1
015	521	190	61	121	5	-1
015	577	183	58	115	5	-1
015	598	193	64	128	5	-1
016	254	185	85	169	6	-1
016	316	184	81	161	6	-1
016	393	176	89	178	6	-1
016	351	186	103	205	5	-1
016	439	197	57	114	5	-1
016	483	187	83	165	5	-1
016	522	189	62	124	5	-1
016	582	181	59	118	5	-1
016	602	191	61	122	5	-1
017	252	186	82	163	6	-1
017	312	184	82	163	6	-1
017	385	173	92	183	6	-1
017	347	184	102	203	5	-1
017	436	195	58	116	5	-1
017	479	186	83	166	5	-1
017	518	190	60	120	5	-1
017	600	197	58	116	5	-1
017	577	184	56	112	5	-1
018	256	184	84	168	6	-1
018	312	185	80	159	6	-1
018	387	176	90	180	6	-1
018	342	185	101	201	5	-1
018	438	196	59	117	5	-1
018	485	190	80	160	5	-1
018	522	190	59	118	5	-1
018	583	186	56	111	5	-1
018	603	195	60	120	5	-1
019	254	184	83	166	6	-1
019	316	181	82	163	6	-1
019	388	174	90	179	6	-1
019	348	183	103	206	5	-1
019	441	191	59	118	5	-1
019	489	191	79	158	5	-1
019	521	188	62	124	5	-1
019	583	182	57	113	5	-1
019	605	191	60	120	5	-1
020	256	183	83	166	6	-1
020	320	180	83	166	6	-1
020	393	172	90	180	6	-1
020	348	179	104	208	5	-1
020	439	191	62	123	5	-1
020	491	191	82	164	5	-1
020	527	184	61	122	5	-1
020	587	183	56	111	5	-1
020	610	197	57	113	5	-1
021	256	180	84	168	6	1
021	315	179	84	168	6	3
021	392	171	89	178	6	5
021	342	177	105	210	5	3
021	440	189	59	118	5	3
021	490	187	81	162	5	3
021	523	185	62	124	5	3
021	585	182	55	109	5	7
021	608	188	61	122	5	7
022	257	180	86	172	6	-1
022	321	181	81	162	6	-1
022	388	172	90	179	6	-1
022	342	179	105	210	5	-1
022	442	190	60	119	5	-1
022	488	188	82	163	5	-1
022	525	187	61	121	5	-1
022	585	183	54	108	5	-1
022	610	190	58	116	5	-1
023	256	184	84	168	6	-1
023	317	181	82	164	6	-1
023	392	175	88	176	6	-1
023	337	183	106	212	5	-1
023	444	193	59	118	5	-1
023	491	190	79	158	5	-1
023	526	190	61	122	5	-1
023	585	184	59	118	5	-1
023	616	191	60	120	5	-1
024	255	185	83	166	6	-1
024	318	181	81	161	6	-1
024	393	173	91	181	6	-1
024	345	182	103	206	5	-1
024	440	193	61	121	5	-1
024	490	189	83	166	5	-1
024	529	191	61	121	5	-1
024	584	185	57	113	5	-1
024	613	190	61	121	5	-1
025	257	181	84	167	6	-1
025	316	179	84	168	6	-1
025	392	174	89	177	6	-1
025	338	180	106	211	5	-1
025	442	192	61	122	5	-1
025	487	187	84	167	5	-1
025	526	190	60	119	5	-1
025	586	184	56	111	5	-1
025	614	188	60	120	5	-1
026	257	181	87	173	6	-1
